utc_timestamp,electricity_demand
2015-12-31 00:00:00+00:00,54736.99166666667
2016-12-31 00:00:00+00:00,55441.18510928962
2017-12-31 00:00:00+00:00,56177.67545662101
2018-12-31 00:00:00+00:00,56951.5098173516
2019-12-31 00:00:00+00:00,55990.25867579909
2020-12-31 00:00:00+00:00,53047.851125304136
