utc_timestamp,Actual,Forecast,Prediction_Std
2020-09-30 03:00:00+00:00,49486.0,48880.646853235725,5951.297279578111
2020-09-30 04:00:00+00:00,57232.0,54881.22389461832,5951.427241473502
2020-09-30 05:00:00+00:00,61960.0,62382.39003750555,5951.487370656388
2020-09-30 06:00:00+00:00,63790.0,64518.88414807411,5951.440768136581
2020-09-30 07:00:00+00:00,64904.0,63526.32955640148,5951.331649502951
2020-09-30 08:00:00+00:00,65475.0,65209.7191391166,5951.3415703312085
2020-09-30 09:00:00+00:00,66669.0,67520.6654093547,5951.482016091185
2020-09-30 10:00:00+00:00,66625.0,67039.3873546398,5951.088611798069
2020-09-30 11:00:00+00:00,65402.0,65424.22550672498,5951.12473660349
2020-09-30 12:00:00+00:00,64578.0,63892.56644478077,5951.148458464027
2020-09-30 13:00:00+00:00,63259.0,63635.61836112578,5951.285656775391
2020-09-30 14:00:00+00:00,61396.0,62970.820281912995,5951.345954733566
2020-09-30 15:00:00+00:00,61436.0,61151.53622433798,5951.240509455553
2020-09-30 16:00:00+00:00,61432.0,61107.48411207535,5951.154181245919
2020-09-30 17:00:00+00:00,63459.0,61935.49251241085,5951.29814333279
2020-09-30 18:00:00+00:00,61177.0,62204.48301446465,5951.281170265803
2020-09-30 19:00:00+00:00,57559.0,57776.00918366739,5951.293647270273
2020-09-30 20:00:00+00:00,54108.0,53423.913215790046,5951.216825171735
2020-09-30 21:00:00+00:00,49845.0,50710.05174425828,5951.209076929902
2020-09-30 22:00:00+00:00,46886.0,47735.544672669435,5951.203636650075
2020-09-30 23:00:00+00:00,45461.0,44524.54495976378,5951.0559747754405
