utc_timestamp,Actual,Forecast
2018-10-14 00:00:00+00:00,55848.94047619047,56333.39880952381
2018-10-21 00:00:00+00:00,55762.125,56557.30952380953
2018-10-28 00:00:00+00:00,58684.71428571428,57687.71428571428
2018-11-04 00:00:00+00:00,55917.58928571428,53707.708333333336
2018-11-11 00:00:00+00:00,58163.47023809524,59210.357142857145
2018-11-18 00:00:00+00:00,59696.083333333336,59979.380952380954
2018-11-25 00:00:00+00:00,61553.36309523809,60698.833333333336
2018-12-02 00:00:00+00:00,62379.15476190476,61958.60119047619
2018-12-09 00:00:00+00:00,62322.69047619047,63121.958333333336
2018-12-16 00:00:00+00:00,63243.5,62713.40476190476
2018-12-23 00:00:00+00:00,59408.55952380953,57949.869047619046
2018-12-30 00:00:00+00:00,49075.583333333336,48223.80357142857
2019-01-06 00:00:00+00:00,53805.875,54858.43452380953
2019-01-13 00:00:00+00:00,62372.20238095238,60052.04761904762
2019-01-20 00:00:00+00:00,62423.494047619046,61868.267857142855
2019-01-27 00:00:00+00:00,63587.01190476191,60128.232142857145
2019-02-03 00:00:00+00:00,62088.767857142855,60816.09523809524
2019-02-10 00:00:00+00:00,62359.53571428572,61244.15476190476
2019-02-17 00:00:00+00:00,60799.005952380954,60737.77380952381
2019-02-24 00:00:00+00:00,59467.517857142855,60692.96428571428
2019-03-03 00:00:00+00:00,58481.82142857143,63442.005952380954
2019-03-10 00:00:00+00:00,58990.95238095238,59178.57142857143
2019-03-17 00:00:00+00:00,60078.91071428572,60885.98809523809
2019-03-24 00:00:00+00:00,57649.36309523809,60753.607142857145
2019-03-31 00:00:00+00:00,56771.51190476191,55401.619047619046
2019-04-07 00:00:00+00:00,56433.857142857145,54534.14880952381
2019-04-14 00:00:00+00:00,56765.97023809524,56099.880952380954
2019-04-21 00:00:00+00:00,51656.26190476191,54434.27380952381
2019-04-28 00:00:00+00:00,52336.75,55342.71428571428
2019-05-05 00:00:00+00:00,53123.17261904762,52813.13690476191
2019-05-12 00:00:00+00:00,56023.57738095238,52856.82142857143
2019-05-19 00:00:00+00:00,55285.59523809524,55369.166666666664
2019-05-26 00:00:00+00:00,54945.35119047619,53640.08928571428
2019-06-02 00:00:00+00:00,51308.80357142857,53981.64880952381
2019-06-09 00:00:00+00:00,54528.16071428572,56448.54761904762
2019-06-16 00:00:00+00:00,52286.708333333336,55915.53571428572
2019-06-23 00:00:00+00:00,52541.21428571428,56292.83928571428
2019-06-30 00:00:00+00:00,55955.28571428572,55683.68452380953
2019-07-07 00:00:00+00:00,55179.630952380954,55957.19642857143
2019-07-14 00:00:00+00:00,53908.166666666664,53878.78571428572
2019-07-21 00:00:00+00:00,53511.96428571428,53465.767857142855
2019-07-28 00:00:00+00:00,54207.10119047619,55108.47619047619
2019-08-04 00:00:00+00:00,52392.10119047619,54967.07738095238
2019-08-11 00:00:00+00:00,52019.05357142857,54290.31547619047
2019-08-18 00:00:00+00:00,51155.23809523809,53305.70238095238
2019-08-25 00:00:00+00:00,51838.130952380954,54650.57142857143
2019-09-01 00:00:00+00:00,54091.97023809524,54587.05357142857
2019-09-08 00:00:00+00:00,52443.16071428572,54906.51190476191
2019-09-15 00:00:00+00:00,53348.48809523809,55120.04761904762
2019-09-22 00:00:00+00:00,53222.54761904762,56603.892857142855
2019-09-29 00:00:00+00:00,54829.47619047619,56124.041666666664
2019-10-06 00:00:00+00:00,52330.630952380954,54287.05952380953
2019-10-13 00:00:00+00:00,55801.708333333336,56333.39880952381
2019-10-20 00:00:00+00:00,56132.791666666664,56557.30952380953
2019-10-27 00:00:00+00:00,56484.41071428572,57687.71428571428
2019-11-03 00:00:00+00:00,55029.630952380954,53707.708333333336
2019-11-10 00:00:00+00:00,58159.36309523809,59210.357142857145
2019-11-17 00:00:00+00:00,59112.23809523809,59979.380952380954
2019-11-24 00:00:00+00:00,59735.94047619047,60698.833333333336
2019-12-01 00:00:00+00:00,59842.833333333336,61958.60119047619
2019-12-08 00:00:00+00:00,61059.29761904762,63121.958333333336
2019-12-15 00:00:00+00:00,61242.19047619047,62713.40476190476
2019-12-22 00:00:00+00:00,56836.767857142855,57949.869047619046
2019-12-29 00:00:00+00:00,46505.30952380953,48223.80357142857
2020-01-05 00:00:00+00:00,50161.70238095238,54858.43452380953
2020-01-12 00:00:00+00:00,59077.59523809524,60052.04761904762
2020-01-19 00:00:00+00:00,60361.69642857143,61868.267857142855
2020-01-26 00:00:00+00:00,60893.732142857145,60128.232142857145
2020-02-02 00:00:00+00:00,60839.19642857143,60816.09523809524
2020-02-09 00:00:00+00:00,60259.83928571428,61244.15476190476
2020-02-16 00:00:00+00:00,60845.125,60737.77380952381
2020-02-23 00:00:00+00:00,59787.32738095238,60692.96428571428
2020-03-01 00:00:00+00:00,58899.13690476191,63442.005952380954
2020-03-08 00:00:00+00:00,58688.47023809524,59178.57142857143
2020-03-15 00:00:00+00:00,58534.23809523809,60885.98809523809
2020-03-22 00:00:00+00:00,55372.744047619046,60753.607142857145
2020-03-29 00:00:00+00:00,53471.982142857145,55401.619047619046
2020-04-05 00:00:00+00:00,52845.267857142855,54534.14880952381
2020-04-12 00:00:00+00:00,47210.88690476191,56099.880952380954
2020-04-19 00:00:00+00:00,47415.69642857143,54434.27380952381
2020-04-26 00:00:00+00:00,50172.416666666664,55342.71428571428
2020-05-03 00:00:00+00:00,48161.90476190476,52813.13690476191
2020-05-10 00:00:00+00:00,49590.77976190476,52856.82142857143
2020-05-17 00:00:00+00:00,50926.97619047619,55369.166666666664
2020-05-24 00:00:00+00:00,47439.642857142855,53640.08928571428
2020-05-31 00:00:00+00:00,49527.607142857145,53981.64880952381
2020-06-07 00:00:00+00:00,48776.244047619046,56448.54761904762
2020-06-14 00:00:00+00:00,48219.744047619046,55915.53571428572
2020-06-21 00:00:00+00:00,49813.94642857143,56292.83928571428
2020-06-28 00:00:00+00:00,50480.791666666664,55683.68452380953
2020-07-05 00:00:00+00:00,51458.875,55957.19642857143
2020-07-12 00:00:00+00:00,51252.57738095238,53878.78571428572
2020-07-19 00:00:00+00:00,50896.18452380953,53465.767857142855
2020-07-26 00:00:00+00:00,50475.73809523809,55108.47619047619
2020-08-02 00:00:00+00:00,50049.392857142855,54967.07738095238
2020-08-09 00:00:00+00:00,49450.92261904762,54290.31547619047
2020-08-16 00:00:00+00:00,52076.73809523809,53305.70238095238
2020-08-23 00:00:00+00:00,51872.05952380953,54650.57142857143
2020-08-30 00:00:00+00:00,51653.375,54587.05357142857
2020-09-06 00:00:00+00:00,51617.744047619046,54906.51190476191
2020-09-13 00:00:00+00:00,51507.630952380954,55120.04761904762
2020-09-20 00:00:00+00:00,52181.32738095238,56603.892857142855
2020-09-27 00:00:00+00:00,53411.93452380953,56124.041666666664
2020-10-04 00:00:00+00:00,57410.319444444445,54287.05952380953
