utc_timestamp,Actual,Forecast
2020-09-30 12:00:00+00:00,64578.0,64149.340650566446
2020-09-30 13:00:00+00:00,63259.0,63257.82713626981
2020-09-30 14:00:00+00:00,61396.0,62154.35515923956
2020-09-30 15:00:00+00:00,61436.0,60751.592740320964
2020-09-30 16:00:00+00:00,61432.0,61314.319445376736
2020-09-30 17:00:00+00:00,63459.0,61313.34002604459
2020-09-30 18:00:00+00:00,61177.0,61122.498305482404
2020-09-30 19:00:00+00:00,57559.0,57549.27915908841
2020-09-30 20:00:00+00:00,54108.0,53570.0589610517
2020-09-30 21:00:00+00:00,49845.0,49533.856183725744
2020-09-30 22:00:00+00:00,46886.0,46523.56456512903
2020-09-30 23:00:00+00:00,45461.0,44841.37597971087
