utc_timestamp,Actual,Forecast,Lower,Upper
2019-12-22 00:00:00+00:00,56836.767857142855,61399.745752143,48905.75670025511,73893.73480403089
2019-12-29 00:00:00+00:00,46505.30952380953,52049.3417204709,39344.2306341252,64754.4528068166
2020-01-05 00:00:00+00:00,50161.70238095238,59041.4008165887,46137.86910050364,71944.93253267376
2020-01-12 00:00:00+00:00,59077.59523809524,64080.448820376514,50973.45010160591,77187.44753914712
2020-01-19 00:00:00+00:00,60361.69642857143,65712.88359311648,52412.7049115254,79013.06227470755
2020-01-26 00:00:00+00:00,60893.732142857145,64295.24091588693,50798.31946377021,77792.16236800364
2020-02-02 00:00:00+00:00,60839.19642857143,64645.35743947595,50960.110721810255,78330.60415714164
2020-02-09 00:00:00+00:00,60259.83928571428,65139.9658819353,51264.013866721085,79015.91789714951
2020-02-16 00:00:00+00:00,60845.125,64478.3072741352,50418.600953093,78538.0135951774
2020-02-23 00:00:00+00:00,59787.32738095238,64457.473697665315,50212.52530374972,78702.42209158091
2020-03-01 00:00:00+00:00,58899.13690476191,66735.68702261933,52311.28937303757,81160.08467220108
2020-03-08 00:00:00+00:00,58688.47023809524,62865.0030035242,48260.34056174881,77469.66544529959
2020-03-15 00:00:00+00:00,58534.23809523809,64293.11653761665,49513.06224632036,79073.17082891293
2020-03-22 00:00:00+00:00,55372.744047619046,64282.70948349161,49326.95241537484,79238.46655160838
2020-03-29 00:00:00+00:00,53471.982142857145,59180.59368056137,44053.27223296564,74307.9151281571
2020-04-05 00:00:00+00:00,52845.267857142855,58306.03524305364,43007.2150223901,73604.85546371718
2020-04-12 00:00:00+00:00,47210.88690476191,59505.332784330196,44038.562490585595,74972.1030780748
2020-04-19 00:00:00+00:00,47415.69642857143,58137.25529221388,42502.879075245786,73771.63150918197
2020-04-26 00:00:00+00:00,50172.416666666664,59105.971943253964,43307.06249406842,74904.8813924395
2020-05-03 00:00:00+00:00,48161.90476190476,56792.14751057535,40829.25253580094,72755.04248534975
2020-05-10 00:00:00+00:00,49590.77976190476,56698.25567461497,40574.061432377515,72822.44991685243
2020-05-17 00:00:00+00:00,50926.97619047619,59101.12868211028,42816.329094026,75385.92827019456
2020-05-24 00:00:00+00:00,47439.642857142855,57041.70005764763,40598.66578755887,73484.73432773638
2020-05-31 00:00:00+00:00,49527.607142857145,57637.460210028556,41036.98761457151,74237.9328054856
2020-06-07 00:00:00+00:00,48776.244047619046,59678.82939948997,42923.02977473647,76434.62902424348
2020-06-14 00:00:00+00:00,48219.744047619046,59278.47811803302,42368.216911452015,76188.73932461403
2020-06-21 00:00:00+00:00,49813.94642857143,59990.876906083584,42928.05084337386,77053.70296879331
2020-06-28 00:00:00+00:00,50480.791666666664,59331.71212658478,42117.230435142206,76546.19381802736
2020-07-05 00:00:00+00:00,51458.875,59606.32104080574,42241.90171285052,76970.74036876096
2020-07-12 00:00:00+00:00,51252.57738095238,57704.084897122666,40190.6618083739,75217.50798587143
2020-07-19 00:00:00+00:00,50896.18452380953,57272.19329256171,39611.33450720972,74933.05207791369
2020-07-26 00:00:00+00:00,50475.73809523809,58656.018764184046,40848.66841413445,76463.36911423365
2020-08-02 00:00:00+00:00,50049.392857142855,58543.01809928519,40590.617627249376,76495.418571321
2020-08-09 00:00:00+00:00,49450.92261904762,57854.58111262219,39758.07412177767,75951.08810346671
2020-08-16 00:00:00+00:00,52076.73809523809,56947.734824650055,38708.45521831437,75187.01443098574
2020-08-23 00:00:00+00:00,51872.05952380953,58146.21777298941,39765.10053723582,76527.335008743
2020-08-30 00:00:00+00:00,51653.375,58151.829905710314,39630.11746603393,76673.5423453867
2020-09-06 00:00:00+00:00,51617.744047619046,58545.1720929789,39883.78468317182,77206.55950278598
2020-09-13 00:00:00+00:00,51507.630952380954,58933.801170880986,40133.90429561093,77733.69804615104
2020-09-20 00:00:00+00:00,52181.32738095238,60181.64903362228,41244.143496435,79119.15457080957
2020-09-27 00:00:00+00:00,53411.93452380953,59760.91707691057,40686.907401881435,78834.9267519397
2020-10-04 00:00:00+00:00,57410.319444444445,57967.18787226566,38757.55277710188,77176.82296742944
